filename,canonical_url,sha256
raheny2012.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/78995c43-8bc9-4eb4-aa0c-bd1d54d07b6e/download/raheny2012.zip,2f421d1dfe2bf4054de6849f6a231b251a11f75f39f49c1c5d48cbb824c279d3
drumcondra2015.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/24219dc4-b933-42eb-b1c8-ce25c76d07ed/download/drumcondra2015.zip,3f73a37c52ed6870af1f45f5d28dc46f5c044bc66681359e2b898c05346ed0f7
drumcondra2014.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/3a47abdf-402f-4577-a016-c4505cba9878/download/drumcondra2014.zip,a3b40584c9cce5d90b41d1223ab7a73e3054f3abce653c9ec6be39f2218d3bd6
mellowspark-2015.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/5e896a6e-b2e0-4b16-8a28-194670596c86/download/mellowspark-2015.zip,d223a267382448f65aba1bc30702d5c870c311459d63369f6197d8cb94509629
chapelizodrd2014.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/450426a9-a0f6-4f7c-bfcb-54fcea03cda2/download/chapelizodrd2014.zip,4453fa9ec79a1c7ee3f6f6134a8dc620dfa39556ed517b51ad1b16aa2d0639ce
woodstockgdnssoundmeter2010p20110927-1521.ods,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/d041b0c2-9165-4510-9ec7-a7f5cb6d29bd/download/woodstockgdnssoundmeter2010p20110927-1521.ods,b829c2c5966c87aa00f0b9a0c29107fbba098a907c111c74c2061e81776c0ab2
bullisland2012.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/0ed44c78-9bfe-4ace-8a95-2f4744a064a5/download/bullisland2012.zip,a0e5507fea940292964d2c851d055a727dc9903faa849b9034e2cade4c2bbf45
mellowspark2014.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/e90ce11d-f801-464b-b967-ad8e8b736819/download/mellowspark2014.zip,d223a267382448f65aba1bc30702d5c870c311459d63369f6197d8cb94509629
navanrdsoundmeter2010p20110927-1517.ods,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/65e1a880-7b50-4631-8b62-a98ee717b931/download/navanrdsoundmeter2010p20110927-1517.ods,209eb0bacfc46cb551e72eaaee143976964ef7c22f87dc2ac027a2d641e77970
bullisland2013.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/91405a0f-e656-44f9-9810-a634f4539822/download/bullisland2013.zip,5b1a37c6bb56b8d7cde0bdec9eb23f1fc103b733328852598557fad01f364bb5
chapelizodrd2015.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/5c6a1b7a-3a03-449c-a105-038796591992/download/chapelizodrd2015.zip,1004b89f1b05f4c5eebfbff1ec7b9aad26ed1b881a6b628d358a76d7e0d0d65f
drumcondra2013.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/41e1c941-5754-4c55-a20d-9c32b4efbc6b/download/drumcondra2013.zip,439991bfc5aa1612e27a49c556c19c8d9ba66fc9a29f29334b065e6df6d46650
dccambientsoundmonitoring2012.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/becb71f7-34b8-430f-a0c9-af0de4d9e815/download/dccambientsoundmonitoring2012.zip,
drumcondra2012.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/90ef1062-02e7-49f6-8f83-41f153423910/download/drumcondra2012.zip,f4236afe1ae38713023b3855210822282d165088c0fa88445ae3cde7994a86db
chapelizodrd2012.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/30434788-1ae4-4883-9dec-ce66ce788040/download/chapelizodrd2012.zip,49df1f1bf745b775658059b9e2f6451b5e74086c154d4d58632d133ead3e22e7
bullisland2014.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/fa4e76f4-0d04-4f9b-9527-24422640e80a/download/bullisland2014.zip,cf0a3031af69d47e6088e4e419d312f6ab5f99d1e28968edaf6c76ed41dadab2
dccambientsoundmonitoring2011.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/6f7107f0-d9f5-40b5-bf1d-ae0a9d3a991c/download/dccambientsoundmonitoring2011.zip,
bullisland2015.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/20f60984-fec7-407f-8d8c-dff6e27d61dd/download/bullisland2015.zip,e4df206a504b784d33cf171f1efa427aae2c40f808133d5a2314daa58adb3e4f
chapelizodrd2013.zip,https://data.smartdublin.ie/dataset/a52fbbe2-1bff-4897-84af-34945f6fc8de/resource/d37813fe-6780-4768-955c-592f82bc750d/download/chapelizodrd2013.zip,6f95133b1f91aa329b44ac0c40c1f4ac0bda82f6abe0eed095aa0dac8e4cb231
